admin,admin_duration,info,info_duration,prod_related,prod_related_duration,bounce_rate,exit_rate,page_value,special_day,month,os,browser,region,traffic_type,visitor_type,weekend,revenue
0,0 days 00:00:00,0,0 days 00:00:00,8,0 days 00:03:21,0.0,0.0625,0.0,0.0,Mar,2,4,2,1,Returning_Visitor,False,False
8,0 days 00:03:15.316666700,0,0 days 00:00:00,54,0 days 00:17:43.950000,0.0,0.019047619,54.24886418,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,13,0 days 00:06:52,0.0,0.028205128,0.0,0.0,Mar,2,2,4,3,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,14,0 days 00:29:49.398810,0.0,0.029047619,0.0,0.0,Mar,1,1,2,2,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,18,0 days 00:10:44.125000,0.00625,0.021924603,0.0,0.0,Mar,3,2,3,10,Returning_Visitor,False,False
2,0 days 00:00:09.500000,0,0 days 00:00:00,18,0 days 00:08:49.702381,0.0,0.005263158,0.0,0.0,Mar,2,2,4,2,Returning_Visitor,True,False
0,0 days 00:00:00,0,0 days 00:00:00,10,0 days 00:04:14,0.02,0.04,14.0292,0.0,Mar,2,2,9,2,New_Visitor,False,True
0,0 days 00:00:00,0,0 days 00:00:00,7,0 days 00:03:41.714285700,0.028571429,0.060714286,0.0,0.0,Mar,3,3,1,3,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,1,0 days 00:00:00,0.2,0.2,0.0,0.0,Mar,2,5,1,3,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,30,0 days 00:05:12.333333300,0.0,0.008888889,0.0,0.0,Mar,2,6,1,2,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,22,0 days 00:05:25.750000,0.0,0.031818182,0.0,0.0,Mar,2,10,7,2,Returning_Visitor,False,False
9,0 days 00:01:14.333333330,1,0 days 00:06:59,63,0 days 00:45:17.327381,0.002857143,0.012857143,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,True,False
1,0 days 00:00:07,1,0 days 00:00:00,79,0 days 00:56:20.691558,0.002666667,0.023772222,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,True,False
1,0 days 00:00:13,0,0 days 00:00:00,19,0 days 00:10:14.944444400,0.0,0.022105263,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,False,False
1,0 days 00:00:00,0,0 days 00:00:00,1,0 days 00:00:19,0.0,0.1,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,False,False
4,0 days 00:00:55.500000,0,0 days 00:00:00,33,0 days 00:21:14.190476,0.005714286,0.009285714,0.0,0.0,Mar,2,2,6,2,Returning_Visitor,True,False
2,0 days 00:01:20.666666670,0,0 days 00:00:00,12,0 days 00:17:51.611111,0.030769231,0.046666667,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,10,0 days 00:06:48,0.0,0.022222222,88.78460596,0.0,Mar,2,2,1,2,Returning_Visitor,False,True
7,0 days 00:02:36.716666700,0,0 days 00:00:00,52,0 days 00:38:55.064285999,0.007142857,0.010563841,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,2,0 days 00:00:18,0.1,0.15,0.0,0.0,Mar,2,5,3,10,Returning_Visitor,False,False
3,0 days 00:02:52,0,0 days 00:00:00,53,0 days 00:21:39.383333,0.0,0.003703704,0.0,0.0,Mar,2,6,7,2,Returning_Visitor,True,False
0,0 days 00:00:00,0,0 days 00:00:00,6,0 days 00:01:23,0.016666667,0.033333333,0.0,0.0,Mar,3,2,8,8,Returning_Visitor,False,False
5,0 days 00:02:26,0,0 days 00:00:00,8,0 days 00:08:09,0.0,0.015384615,0.0,0.0,Mar,2,2,8,3,Returning_Visitor,False,False
3,0 days 00:00:13,0,0 days 00:00:00,16,0 days 00:03:46.500000,0.0,0.013333333,0.0,0.0,Mar,2,5,1,2,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,8,0 days 00:03:53.666666700,0.025,0.0875,0.0,0.0,Mar,2,2,3,13,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,1,0 days 00:00:00,0.2,0.2,0.0,0.0,Mar,3,3,3,3,Returning_Visitor,False,False
1,0 days 00:00:11,0,0 days 00:00:00,5,0 days 00:01:11,0.0,0.033333333,0.0,0.0,Mar,2,2,6,3,Returning_Visitor,False,False
3,0 days 00:00:42,0,0 days 00:00:00,16,0 days 00:21:06.500000,0.0,0.003508772,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False
3,0 days 00:00:33,0,0 days 00:00:00,8,0 days 00:03:02.583333300,0.0,0.03125,0.0,0.0,Mar,2,4,6,3,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,12,0 days 00:02:49.300000,0.0,0.016666667,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,True,False
0,0 days 00:00:00,1,0 days 00:00:00,37,0 days 00:22:38.750000,0.001754386,0.03245614,0.0,0.0,Mar,2,5,3,1,Returning_Visitor,False,False
1,0 days 00:00:38,0,0 days 00:00:00,5,0 days 00:02:11,0.033333333,0.013333333,0.0,0.0,Mar,1,2,1,9,New_Visitor,True,False
9,0 days 00:05:24.300000,4,0 days 00:03:25,71,0 days 00:46:56.438810,0.0,0.002666667,0.0,0.0,Mar,2,2,1,8,New_Visitor,True,False
5,0 days 00:06:53.500000,0,0 days 00:00:00,25,0 days 00:58:04.233333,0.0,0.02,0.0,0.0,Mar,2,4,1,3,Returning_Visitor,True,False
0,0 days 00:00:00,2,0 days 00:02:36,6,0 days 00:02:11,0.0,0.025,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
5,0 days 00:00:55.500000,0,0 days 00:00:00,12,0 days 00:17:56.500000,0.0,0.011764706,0.0,0.0,Mar,2,2,1,2,New_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,8,0 days 00:05:57.250000,0.0,0.0625,0.0,0.0,Mar,2,10,4,3,Returning_Visitor,True,False
0,0 days 00:00:00,0,0 days 00:00:00,6,0 days 00:03:17,0.0,0.011111111,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
7,0 days 00:01:15.050000,0,0 days 00:00:00,31,0 days 00:08:09.145238100,0.011111111,0.022222222,27.38224222,0.0,Mar,2,2,5,2,Returning_Visitor,True,True
3,0 days 00:00:43,0,0 days 00:00:00,11,0 days 00:10:10,0.0,0.015384615,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,17,0 days 00:07:25,0.047058824,0.062745098,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,17,0 days 00:09:48.666666700,0.011764706,0.035294118,0.0,0.0,Mar,2,4,4,1,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,24,0 days 00:09:40.200000,0.0,0.012121212,17.12545455,0.0,Mar,2,2,1,1,Returning_Visitor,False,True
0,0 days 00:00:00,0,0 days 00:00:00,32,0 days 00:16:39,0.0,0.01344086,9.053081561,0.0,Mar,1,1,1,1,Returning_Visitor,False,True
0,0 days 00:00:00,0,0 days 00:00:00,16,0 days 00:10:22,0.0,0.0125,0.0,0.0,Mar,2,10,2,6,Returning_Visitor,False,False
2,0 days 00:01:17,0,0 days 00:00:00,6,0 days 00:01:52,0.0,0.028571429,0.0,0.0,Mar,1,1,2,2,Returning_Visitor,True,False
1,0 days 00:00:29,1,0 days 00:00:13.500000,24,0 days 00:16:45.849206,0.0,0.007986111,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,False,False
3,0 days 00:01:18,0,0 days 00:00:00,3,0 days 00:00:29,0.033333333,0.066666667,0.0,0.0,Mar,2,2,7,2,New_Visitor,True,False
3,0 days 00:00:52,0,0 days 00:00:00,60,0 days 00:57:31.751515,0.006666667,0.011565934,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,True,False
0,0 days 00:00:00,0,0 days 00:00:00,5,0 days 00:01:36.500000,0.0,0.04,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
8,0 days 00:05:54.833333300,1,0 days 00:00:57,19,0 days 00:36:57.333333,0.008333333,0.017361111,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,4,0 days 00:00:50,0.0,0.05,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
0,0 days 00:00:00,1,0 days 00:00:00,16,0 days 00:08:05.666666700,0.0,0.0375,0.0,0.0,Mar,2,2,6,3,Returning_Visitor,True,False
0,0 days 00:00:00,0,0 days 00:00:00,9,0 days 00:06:28,0.066666667,0.088888889,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,False,False
7,0 days 00:02:49.500000,0,0 days 00:00:00,21,0 days 00:08:04.950000,0.008695652,0.037681159,0.0,0.0,Mar,1,2,2,2,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,3,0 days 00:00:55,0.0,0.066666667,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,7,0 days 00:01:51.666666700,0.0,0.014285714,0.0,0.0,Mar,2,4,1,2,Returning_Visitor,True,False
6,0 days 00:01:44,1,0 days 00:00:00,14,0 days 00:04:29.500000,0.0,0.021568627,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
2,0 days 00:00:04,0,0 days 00:00:00,10,0 days 00:04:44,0.0,0.016666667,33.32834503,0.0,Mar,2,5,1,8,New_Visitor,False,True
9,0 days 00:01:21,0,0 days 00:00:00,34,0 days 00:20:19.113725,0.007017544,0.022556391,9.517421053,0.0,Mar,3,2,3,1,Returning_Visitor,False,True
1,0 days 00:00:00,0,0 days 00:00:00,21,0 days 00:09:34.722619,0.0,0.018888889,6.284044913,0.0,Mar,2,2,1,2,Returning_Visitor,False,True
0,0 days 00:00:00,1,0 days 00:00:00,46,0 days 01:07:33.092208,0.014184397,0.029684228,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,18,0 days 00:24:45.416667,0.0,0.027777778,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,False,False
12,0 days 00:12:45.666666700,0,0 days 00:00:00,7,0 days 00:10:34.166666700,0.015384615,0.015384615,0.0,0.0,Mar,1,2,3,2,Returning_Visitor,False,False
13,0 days 00:03:34.882352900,0,0 days 00:00:00,41,0 days 00:19:42.106162,0.0,0.018485839,4.465398354,0.0,Mar,2,4,3,2,Returning_Visitor,False,False
1,0 days 00:02:23,4,0 days 00:00:48,16,0 days 00:05:33.750000,0.0,0.003333333,0.0,0.0,Mar,1,1,1,2,New_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,2,0 days 00:00:04,0.0,0.1,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
2,0 days 00:00:15.500000,0,0 days 00:00:00,28,0 days 00:09:10.066666699,0.0,0.006666667,0.0,0.0,Mar,2,2,1,2,New_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,1,0 days 00:00:00,0.2,0.2,0.0,0.0,Mar,1,1,3,9,Returning_Visitor,True,False
2,0 days 00:00:42,0,0 days 00:00:00,29,0 days 00:03:38,0.0,0.003225806,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,93,0 days 00:37:23.666667,0.010989011,0.031501832,0.0,0.0,Mar,2,4,8,1,Returning_Visitor,False,False
1,0 days 00:11:42,0,0 days 00:00:00,38,0 days 00:36:33.150794,0.012280702,0.015614035,9.09277193,0.0,Mar,1,1,2,2,Returning_Visitor,False,True
4,0 days 00:00:22.500000,0,0 days 00:00:00,15,0 days 00:04:49.850000,0.0,0.022222222,57.96417654,0.0,Mar,2,2,2,3,New_Visitor,True,True
1,0 days 00:00:14,0,0 days 00:00:00,13,0 days 00:15:09.500000,0.0,0.014285714,0.0,0.0,Mar,1,1,1,10,Returning_Visitor,False,False
3,0 days 00:03:08,0,0 days 00:00:00,22,0 days 00:23:56.450000,0.0,0.009090909,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
8,0 days 00:05:52.242857100,6,0 days 00:04:01.500000,45,0 days 00:33:18.444081,0.009090909,0.01644733,2.842307011,0.0,Mar,3,2,1,2,Returning_Visitor,True,False
4,0 days 00:01:13.750000,1,0 days 00:00:58,12,0 days 00:12:57.500000,0.0,0.015555556,10.782,0.0,Mar,2,2,1,2,Returning_Visitor,True,True
0,0 days 00:00:00,0,0 days 00:00:00,4,0 days 00:02:06.500000,0.016666667,0.091666667,0.0,0.0,Mar,2,5,3,2,Returning_Visitor,True,False
0,0 days 00:00:00,0,0 days 00:00:00,8,0 days 00:01:40,0.0,0.025,0.0,0.0,Mar,1,1,7,1,Returning_Visitor,False,False
1,0 days 00:01:35,0,0 days 00:00:00,27,0 days 00:09:58.450000,0.0,0.014814815,0.0,0.0,Mar,2,2,2,2,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,7,0 days 00:01:27.714285710,0.042857143,0.089285714,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,False,False
6,0 days 00:02:25,6,0 days 00:03:19,40,0 days 00:30:34.166667,0.0,0.006734694,49.47040982,0.0,Mar,2,5,3,2,Returning_Visitor,False,True
0,0 days 00:00:00,0,0 days 00:00:00,2,0 days 00:00:15,0.0,0.1,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
3,0 days 00:03:41.500000,4,0 days 00:02:52,28,0 days 00:22:45.216667,0.0,0.012301587,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,6,0 days 00:00:36,0.066666667,0.133333333,0.0,0.0,Mar,4,1,1,3,Returning_Visitor,True,False
4,0 days 00:01:22.500000,3,0 days 00:06:59,22,0 days 00:16:45.806061,0.0,0.007407407,0.0,0.0,Mar,2,2,2,2,New_Visitor,True,False
6,0 days 00:01:32,3,0 days 00:01:41,76,0 days 01:26:26.116667,0.004878049,0.024837398,6.548011382,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
9,0 days 00:03:03.500000,2,0 days 00:00:29.666666670,52,0 days 00:36:51.608333,0.008888889,0.010251724,1.816474074,0.0,Mar,4,2,1,2,Returning_Visitor,False,True
0,0 days 00:00:00,0,0 days 00:00:00,8,0 days 00:02:47,0.0,0.05,0.0,0.0,Mar,2,5,1,3,Returning_Visitor,False,False
2,0 days 00:00:36,0,0 days 00:00:00,47,0 days 00:35:02.581502,0.004166667,0.010416667,14.63957834,0.0,Mar,1,1,2,1,Returning_Visitor,False,False
8,0 days 00:02:19.681818200,8,0 days 00:05:53.333333300,45,0 days 00:33:23.415152,0.007142857,0.00755102,5.576720936,0.0,Mar,2,2,4,2,Returning_Visitor,False,True
4,0 days 00:00:50.500000,3,0 days 00:00:54,41,0 days 00:24:50.552778,0.0,0.006589147,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
9,0 days 00:02:04.125000,0,0 days 00:00:00,35,0 days 00:33:08.658333,0.008943089,0.030662021,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,8,0 days 00:02:28.750000,0.0,0.025,0.0,0.0,Mar,2,4,3,2,Returning_Visitor,True,False
0,0 days 00:00:00,0,0 days 00:00:00,2,0 days 00:02:14,0.0,0.1,0.0,0.0,Mar,3,2,7,9,Returning_Visitor,True,False
1,0 days 00:00:05,0,0 days 00:00:00,16,0 days 00:03:11.071428600,0.0,0.0125,0.0,0.0,Mar,2,4,1,10,Returning_Visitor,False,False
0,0 days 00:00:00,1,0 days 00:00:00,16,0 days 00:03:42,0.025,0.03125,0.0,0.0,Mar,1,2,1,2,Returning_Visitor,False,False
2,0 days 00:00:47.500000,0,0 days 00:00:00,5,0 days 00:01:56.500000,0.0,0.005714286,0.0,0.0,Mar,3,2,5,2,Returning_Visitor,True,False
0,0 days 00:00:00,0,0 days 00:00:00,3,0 days 00:03:10,0.0,0.066666667,0.0,0.0,Mar,2,7,4,3,Returning_Visitor,True,False
0,0 days 00:00:00,0,0 days 00:00:00,68,0 days 00:13:29.245634900,0.002985075,0.005970149,109.9124051,0.0,Mar,2,5,4,2,Returning_Visitor,False,True
0,0 days 00:00:00,0,0 days 00:00:00,8,0 days 00:04:22.166666700,0.0,0.020833333,0.0,0.0,Mar,2,2,2,2,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,4,0 days 00:00:22,0.05,0.1,0.0,0.0,Mar,2,4,6,3,Returning_Visitor,True,False
4,0 days 00:00:55.325757580,0,0 days 00:00:00,11,0 days 00:03:54.992424200,0.0,0.018181818,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,8,0 days 00:04:18,0.025,0.075,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,2,0 days 00:00:00,0.2,0.2,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,False,False
1,0 days 00:03:05,6,0 days 00:04:23,6,0 days 00:02:13.333333300,0.0,0.019230769,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,False,False
13,0 days 00:04:01.766666700,0,0 days 00:00:00,12,0 days 00:04:15.300000,0.002,0.036666667,0.0,0.0,Mar,2,2,8,2,Returning_Visitor,False,False
5,0 days 00:02:25.500000,0,0 days 00:00:00,96,0 days 00:25:24.748377,0.0,0.007239057,0.0,0.0,Mar,2,2,9,2,Returning_Visitor,False,False
2,0 days 00:02:40,0,0 days 00:00:00,17,0 days 00:21:46.666667,0.010526316,0.014035088,0.0,0.0,Mar,3,2,2,3,Returning_Visitor,False,False
2,0 days 00:00:28.666666670,0,0 days 00:00:00,12,0 days 00:03:44.166666700,0.0,0.023333333,44.73466667,0.0,Mar,3,2,6,2,Returning_Visitor,False,True
0,0 days 00:00:00,0,0 days 00:00:00,24,0 days 00:07:53.683333300,0.008333333,0.00952381,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False
6,0 days 00:04:13,0,0 days 00:00:00,21,0 days 00:11:26.400000,0.003846154,0.012179487,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,4,0 days 00:01:20,0.05,0.075,0.0,0.0,Mar,3,2,4,1,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,1,0 days 00:00:00,0.0,0.2,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,1,0 days 00:01:01,0.0,0.1,0.0,0.0,Mar,3,2,4,15,Returning_Visitor,True,False
2,0 days 00:03:40.333333300,1,0 days 00:01:10.500000,75,0 days 00:58:57.991667,0.011714286,0.027362361,5.770959977,0.0,Mar,2,2,6,1,Returning_Visitor,False,False
7,0 days 00:07:25.333333300,1,0 days 00:02:15.500000,52,0 days 00:31:36.272222,0.005310734,0.013192815,3.795661017,0.0,Mar,3,2,6,1,Returning_Visitor,False,False
2,0 days 00:00:50,0,0 days 00:00:00,29,0 days 00:09:58.297619,0.0,0.016666667,0.0,0.0,Mar,2,6,3,1,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,10,0 days 00:02:07.500000,0.0,0.02,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,False,False
5,0 days 00:01:16,0,0 days 00:00:00,7,0 days 00:02:34,0.0,0.005555556,0.0,0.0,Mar,1,2,3,2,New_Visitor,True,False
13,0 days 00:10:54.775000,8,0 days 00:10:04.800000,160,0 days 01:29:09.563713,0.001142857,0.001799477,17.34893623,0.0,Mar,2,2,1,2,Returning_Visitor,True,True
0,0 days 00:00:00,0,0 days 00:00:00,1,0 days 00:00:00,0.0,0.1,0.0,0.0,Mar,2,2,2,6,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,3,0 days 00:01:17,0.0,0.066666667,0.0,0.0,Mar,4,2,6,1,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,7,0 days 00:01:38.500000,0.071428571,0.1,0.0,0.0,Mar,1,1,6,1,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,12,0 days 00:13:30,0.0,0.016666667,0.0,0.0,Mar,2,2,6,10,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,3,0 days 00:15:03,0.0,0.066666667,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
5,0 days 00:01:27,0,0 days 00:00:00,86,0 days 00:49:33.008333,0.002222222,0.015740741,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,1,0 days 00:00:00,0.2,0.2,0.0,0.0,Mar,2,5,2,3,Returning_Visitor,False,False
2,0 days 00:00:17,0,0 days 00:00:00,7,0 days 00:18:13,0.0375,0.1125,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,3,0 days 00:02:17,0.0,0.1,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,8,0 days 00:02:16.750000,0.005,0.105,0.0,0.0,Mar,2,2,2,10,Returning_Visitor,False,False
3,0 days 00:01:36,0,0 days 00:00:00,6,0 days 00:06:24,0.0,0.025,0.0,0.0,Mar,3,2,1,2,New_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,9,0 days 00:02:05,0.0,0.022222222,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,2,0 days 00:00:44,0.0,0.05,0.0,0.0,Mar,2,4,1,3,Returning_Visitor,False,False
4,0 days 00:00:35.125000,0,0 days 00:00:00,31,0 days 00:32:55.458333,0.0,0.01,0.0,0.0,Mar,2,2,3,3,New_Visitor,True,False
4,0 days 00:01:11.500000,0,0 days 00:00:00,42,0 days 00:12:38.750000,0.004444444,0.015555556,0.0,0.0,Mar,2,5,2,2,Returning_Visitor,False,False
9,0 days 00:03:42.500000,2,0 days 00:00:46.666666670,20,0 days 00:21:07.155556,0.001481481,0.017977208,16.1728,0.0,Mar,2,2,3,2,Returning_Visitor,False,True
4,0 days 00:03:20.833333300,0,0 days 00:00:00,18,0 days 00:06:21.333333300,0.0,0.009090909,0.0,0.0,Mar,2,4,7,2,New_Visitor,True,False
2,0 days 00:00:33.500000,1,0 days 00:01:31,31,0 days 00:21:11.821212,0.0,0.011505376,1.592774194,0.0,Mar,1,8,4,1,Returning_Visitor,False,True
0,0 days 00:00:00,0,0 days 00:00:00,32,0 days 00:13:47.646212100,0.0,0.00058651,54.67634844,0.0,Mar,2,2,7,2,Returning_Visitor,False,True
0,0 days 00:00:00,0,0 days 00:00:00,5,0 days 00:00:36,0.15,0.1625,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False
7,0 days 00:02:00.500000,0,0 days 00:00:00,19,0 days 00:16:51.500000,0.0,0.00952381,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
5,0 days 00:04:03.666666700,1,0 days 00:06:55,20,0 days 00:21:07.233333,0.0,0.01,91.98,0.0,Mar,1,1,3,1,Returning_Visitor,False,True
5,0 days 00:00:53,1,0 days 00:01:37,66,0 days 01:21:31.972222,0.0,0.002159624,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,27,0 days 00:11:34.303571400,0.0,0.007692308,11.99264025,0.0,Mar,1,1,1,2,Returning_Visitor,True,True
4,0 days 00:02:28.500000,1,0 days 00:01:58,150,0 days 01:19:24.429997,0.0,0.005636724,33.33074497,0.0,Mar,2,2,5,2,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,31,0 days 00:22:30.500000,0.006451613,0.016129032,0.0,0.0,Mar,2,5,2,2,Returning_Visitor,False,False
0,0 days 00:00:00,1,0 days 00:00:56,17,0 days 00:23:05.833333,0.005882353,0.017647059,39.85866667,0.0,Mar,2,2,1,2,Returning_Visitor,False,True
1,0 days 00:00:06,0,0 days 00:00:00,15,0 days 00:08:20,0.026666667,0.073333333,19.996,0.0,Mar,2,2,3,1,Returning_Visitor,False,True
2,0 days 00:00:26,0,0 days 00:00:00,22,0 days 00:04:45.988095200,0.0,0.0125,0.0,0.0,Mar,1,1,6,8,Returning_Visitor,False,False
1,0 days 00:00:06,0,0 days 00:00:00,6,0 days 00:00:45.500000,0.057142857,0.114285714,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,False,False
5,0 days 00:02:09.500000,0,0 days 00:00:00,13,0 days 00:25:07.333333,0.016666667,0.028125,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
3,0 days 00:03:43,1,0 days 00:00:24,27,0 days 00:24:20.566667,0.0,0.006666667,0.0,0.0,Mar,2,2,8,2,New_Visitor,True,False
0,0 days 00:00:00,0,0 days 00:00:00,4,0 days 00:03:34,0.0,0.05,0.0,0.0,Mar,2,2,3,3,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,6,0 days 00:02:16.500000,0.0,0.033333333,0.0,0.0,Mar,3,3,1,2,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,6,0 days 00:04:14,0.025,0.0875,0.0,0.0,Mar,1,1,6,10,Returning_Visitor,False,False
1,0 days 00:00:05,0,0 days 00:00:00,13,0 days 00:09:05.571428600,0.013333333,0.020784314,26.12015415,0.0,Mar,2,2,3,2,Returning_Visitor,True,True
2,0 days 00:01:31,3,0 days 00:14:25,27,0 days 00:20:44.833333,0.0,0.006896552,0.0,0.0,Mar,2,2,1,2,New_Visitor,True,False
1,0 days 00:01:18,0,0 days 00:00:00,21,0 days 00:09:15.894444400,0.0,0.002380952,24.75047619,0.0,Mar,1,1,1,2,New_Visitor,False,True
0,0 days 00:00:00,0,0 days 00:00:00,19,0 days 00:07:09.633333300,0.0,0.005263158,0.0,0.0,Mar,2,4,1,3,Returning_Visitor,True,False
0,0 days 00:00:00,0,0 days 00:00:00,10,0 days 00:01:51,0.0,0.02,0.0,0.0,Mar,2,4,7,3,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,1,0 days 00:00:00,0.2,0.2,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,True,False
3,0 days 00:00:46.500000,0,0 days 00:00:00,16,0 days 00:06:42.690476200,0.0,0.0125,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,True,False
0,0 days 00:00:00,0,0 days 00:00:00,15,0 days 00:04:52.694444400,0.0,0.005128205,54.98,0.0,May,3,2,4,4,Returning_Visitor,False,True
0,0 days 00:00:00,0,0 days 00:00:00,24,0 days 00:10:54.066666699,0.0,0.001449275,0.0,0.8,May,3,2,1,2,Returning_Visitor,False,False
2,0 days 00:04:14,1,0 days 00:00:39,95,0 days 01:23:10.959524,0.004123711,0.015307716,5.638103093,0.0,May,2,2,1,6,Returning_Visitor,False,True
0,0 days 00:00:00,0,0 days 00:00:00,4,0 days 00:02:38,0.05,0.1,0.0,0.0,May,2,2,4,13,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,77,0 days 00:55:32.208333,0.002040816,0.024719927,0.0,0.6,May,2,2,3,6,Returning_Visitor,False,False
0,0 days 00:00:00,0,0 days 00:00:00,130,0 days 01:09:24.936905,0.006153846,0.012319347,0.0,0.0,May,3,2,6,13,Returning_Visitor,False,False
